Ticker,2016,2017,2018,2019
T,26.139772293394678,-4.088282334368039,-25.169763988525006,37.531693094118936
TGT,2.701586820365431,-6.012680098232474,4.5647315909178285,69.40108362235405
TMO,-0.11662555252021684,30.029846684980857,16.72933613443256,37.5349170564531
TXN,31.27016015480748,38.35323100513528,-7.439490119334348,33.33490998277513
UNH,32.50375182214724,33.52927433245089,13.561371168781191,18.234702504195933
UNP,30.732871166570995,27.990979901441868,5.128368896540018,29.042738853700094
UPS,20.47095962706405,6.89704086140786,-16.81347402022264,21.701575276311974
USB,21.037296273522863,6.402753384287743,-13.194018831497415,28.984630801371992
V,1.5669582512465612,38.64624639072459,15.26145345747519,35.99586581765628
VZ,18.812400828509123,3.8953870224877685,10.666996233148037,12.956664425702666
WBA,-1.017906226707642,-11.105816053467112,-3.71873654640187,-11.644398976014479
WFC,4.533626374393251,12.407895168253647,-24.62740459582456,19.425976325368325
WMT,14.86889310043187,38.74965056294114,-3.492237624666903,26.361708904311072
XOM,18.13385881020424,-3.8812672945660043,-16.361720539135916,6.983260173525043
